fixed acidity,volatile acidity,var1,var2,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,var3
9.0,0.24,-0.2374432983734175,0.0775435614445994,0.048,26.0,107.0,0.9918,3.21,0.34,-0.150178989028261
6.8,0.35,-0.338121570818561,-0.32984367077678334,0.053,37.0,151.0,0.9963,3.07,0.4,-0.4146463275701888
7.7,0.16,-0.39672848391466586,-0.23320806162316554,0.055999999999999994,20.0,124.0,0.9948,3.32,0.49,-0.39494354287667255
7.0,0.24,-0.5582361335098169,-0.36975634392444845,0.040999999999999995,31.0,110.0,0.9914200000000001,3.2,0.53,-0.49641279944756267
7.0,0.24,-0.5388580684348097,-0.4717766762916753,0.039,37.0,125.0,0.99436,3.2,0.39,-0.543567963211948
7.8,0.28,-0.6278566109957613,-0.5447711352244422,0.046,28.0,208.0,0.99434,3.23,0.64,-0.6373377795453936
6.8,0.32,-0.34628360321576523,-0.05298901837444481,0.034,25.0,100.0,0.99026,3.08,0.47,-0.21820949289875413
5.7,0.21,-0.5642585563687639,-0.40544104254544466,0.038,38.0,121.0,0.99074,3.24,0.46,-0.5341303580204183
7.4,0.64,-0.3193912273174171,-0.3420516959562614,0.168,42.0,185.0,0.9984,2.9,0.49,-0.39142797962263853
7.3,0.2,-0.37261738657264476,-0.4345075542166694,0.039,69.0,237.0,1.00037,3.1,0.48,-0.41757677834400575
7.4,0.28,-0.27204652941158125,-0.3427212695409767,0.066,53.0,195.0,1.0,2.96,0.44,-0.34744456323623063
5.3,0.6,-0.3037395612032979,0.06028565819540499,0.031,3.0,60.0,0.98854,3.27,0.38,-0.15488249302551815
6.7,0.28,-0.4009185509974449,-0.14928365062213378,0.051,14.0,92.0,0.99224,3.36,0.58,-0.29828916174045883
6.1,0.22,-0.533458683920143,-0.351465647233953,0.039,40.0,129.0,0.99193,3.45,0.59,-0.48628628926950346
7.0,0.28,-0.4725189585848085,-0.5424217944442453,0.043,47.0,168.0,0.9994,3.34,0.67,-0.5432655687703539
6.5,0.29,-0.4855553582651837,-0.42254288148949537,0.039,32.0,120.0,0.9962,3.31,0.34,-0.4722828150903836
7.1,0.28,-0.5177917287477369,-0.31787683742586004,0.039,50.0,118.0,0.9908,3.06,0.59,-0.44627703076945224
7.5,0.22,-0.36787174710313664,-0.17067056701278438,0.036000000000000004,45.0,138.0,0.9939,3.2,0.68,-0.30160935691380997
6.1,0.17,-0.7219537685406817,-0.6475825990068,0.09,44.0,130.0,0.99255,3.07,0.41,-0.7170920896837654
7.2,0.2,-0.42245142741550257,-0.14859988968107207,0.039,43.0,188.0,0.9911,3.3,0.41,-0.31733463040629273
6.7,0.22,-0.4128344821483755,-0.1706664791714274,0.027999999999999997,24.0,102.0,0.9913,3.29,0.59,-0.3415476310966439
7.1,0.2,-0.46858375252705564,-0.36186393491334545,0.053,32.0,211.0,0.99587,3.31,0.59,-0.4499837364877388
8.8,0.36,-0.5171930644185907,-0.4229202887024277,0.04,9.0,121.0,0.9953,3.19,0.48,-0.5466271853781673
8.3,0.14,-0.5835169142948029,-0.46014889262907355,0.042,7.0,47.0,0.9934,3.47,0.4,-0.5778353899929713
8.9,0.27,-0.4221628915806963,-0.10752638000510895,0.024,29.0,128.0,0.9898399999999999,3.01,0.35,-0.29210296694540117
7.0,0.31,-0.5170365628052955,-0.3529630193322768,0.063,13.0,119.0,0.9918399999999999,3.22,0.5,-0.4879458369710944
6.8,0.26,-0.38183523198184055,-0.3955116581559064,0.055999999999999994,48.0,179.0,0.9998,3.45,0.4,-0.4050537414181782
6.0,0.28,-0.18522411072326284,0.051398813267611976,0.027999999999999997,37.0,104.0,0.99161,3.28,0.51,-0.1350269154601199
6.2,0.3,-0.4831212185053223,-0.4868475515309225,0.046,57.0,206.0,0.99775,3.17,0.43,-0.5038873627257381
6.7,0.41,-0.3188160529733912,0.013509032442211355,0.035,33.0,115.0,0.9901,3.12,0.44,-0.1580424913556704
7.5,0.32,-0.7053137324107813,-0.6969219571538445,0.053,8.0,134.0,0.9958,3.14,0.5,-0.7383135532146063
7.2,0.23,-0.48860951009142817,-0.4309061176227271,0.057999999999999996,47.0,186.0,0.9956,3.19,0.4,-0.4980854789352771
6.1,0.15,-0.2574538893406514,-0.17779625156849632,0.042,55.0,158.0,0.9964200000000001,3.24,0.37,-0.24053153576313802
6.0,0.26,-0.5601453494148323,-0.42054029249738467,0.046,6.0,29.0,0.9924,3.29,0.63,-0.5443256529753564
6.9,0.14,-0.43574253657525774,-0.20756444249860784,0.040999999999999995,22.0,81.0,0.9904299999999999,3.03,0.54,-0.37633150504108326
5.4,0.31,-0.46238314201862907,-0.3649885293261932,0.053,46.0,144.0,0.9931,3.29,0.76,-0.49305331692417875
7.4,0.17,-0.3244866583546858,-0.11144029870388339,0.037000000000000005,34.0,161.0,0.9935,3.05,0.62,-0.26606339412528446
7.4,0.18,-0.4609803769634727,-0.3074361043804992,0.036000000000000004,33.0,187.0,0.9938,3.4,0.41,-0.4508102110280261
5.7,0.28,-0.3129927637106956,0.01561185228157691,0.026000000000000002,36.0,105.0,0.9896299999999999,3.26,0.58,-0.17042874280182607
8.4,0.22,-0.5531959056497091,-0.3794343202673718,0.038,45.0,122.0,0.9917799999999999,3.13,0.54,-0.5091563682561504
6.4,0.25,-0.4061276075433905,-0.33740736640602886,0.038,69.0,192.0,0.9957299999999999,3.14,0.5,-0.4016374521297006
6.1,0.44,-0.46439380790542484,-0.26333743187451697,0.032,43.0,132.0,0.9916,3.26,0.47,-0.39235269381422166
4.7,0.785,-0.4612384510196966,-0.04250741368617805,0.036000000000000004,23.0,134.0,0.9898100000000001,3.53,0.92,-0.20659265898761792
7.1,0.33,-0.368424258004314,-0.07555264907587245,0.034,30.0,102.0,0.9912,3.08,0.31,-0.2485966563682085
7.4,0.33,-0.49716428057632134,-0.5111723426044315,0.05,40.0,227.0,0.99679,3.12,0.52,-0.5754967697804664
6.7,0.16,-0.4185069557707586,-0.28307692353533254,0.046,57.0,187.0,0.9952,3.62,0.81,-0.4322767904449315
8.6,0.33,-0.40011741838033554,-0.351143182317202,0.059000000000000004,42.0,240.0,0.99882,3.17,0.52,-0.40998541023347224
8.1,0.28,-0.48421990762193245,-0.37592846420637605,0.04,32.0,148.0,0.9936,3.13,0.41,-0.5177696329918229
7.2,0.29,-0.6395578401628365,-0.613549529660067,0.046,51.0,174.0,0.99582,3.16,0.52,-0.6458768261092491
6.4,0.125,-0.4148910856253414,-0.16311685419545752,0.044000000000000004,22.0,68.0,0.9901399999999999,3.15,0.5,-0.3364499836191748
6.8,0.22,-0.41775509623616514,-0.3961405935038571,0.055,50.0,180.0,0.9984,3.44,0.39,-0.43100925213912267
7.4,0.19,-0.45136361844964634,-0.4863505103198502,0.045,39.0,193.0,0.9986,3.1,0.5,-0.497713199946635
7.7,0.42,-0.5519036755331803,-0.5586125144804805,0.048,22.0,221.0,0.9969,3.06,0.61,-0.5956220530584426
14.2,0.27,-0.37464612287332766,-0.17171550388975376,0.037000000000000005,33.0,156.0,0.992,3.15,0.54,-0.35193944790660325
5.7,0.12,-0.5938276121026137,-0.520795376651173,0.034,21.0,99.0,0.99324,3.09,0.57,-0.5901968473373013
6.0,0.27,-0.5812148087564524,-0.49556980297631226,0.063,31.0,201.0,0.9964,3.69,0.71,-0.5759902526821437
6.6,0.31,-0.3656003191811672,-0.4080666719149455,0.057999999999999996,16.0,165.0,0.9997,3.38,0.6,-0.42627300540868074
6.2,0.25,-0.47187126609544305,-0.3713592793676366,0.035,28.0,108.0,0.9948600000000001,3.4,0.42,-0.4480086625584302
7.7,0.25,-0.47592296627096653,-0.3956353766100704,0.062,20.0,115.0,0.9966,3.38,0.5,-0.5047116377256865
6.4,0.22,-0.35112726379805725,-0.26886438553146896,0.054000000000000006,42.0,151.0,0.9948,3.27,0.52,-0.38278520600838006
7.0,0.24,-0.30023413261985743,0.021939016600975636,0.034,22.0,112.0,0.99,3.19,0.38,-0.17641948278407693
6.6,0.16,-0.4864330127121935,-0.4383361086005573,0.13,58.0,140.0,0.9927,3.12,0.39,-0.5713533339214271
6.3,0.1,-0.5417127782509878,-0.4196617562320226,0.039,25.0,107.0,0.99511,3.59,0.49,-0.5037453940913027
6.6,0.24,-0.4589086068893684,-0.5012833596601829,0.035,46.0,188.0,0.9982,3.24,0.51,-0.49815866279283383
6.3,0.2,-0.6300146353700096,-0.6456612864882183,0.045,57.0,159.0,0.99666,3.09,0.54,-0.6492570733540333
6.7,0.33,-0.3357948111351251,-0.10957573561068701,0.16699999999999998,20.0,94.0,0.9914,3.11,0.5,-0.2979801686778484
6.6,0.23,-0.6034137572922118,-0.4792045066457562,0.040999999999999995,25.0,79.0,0.9926,3.39,0.54,-0.5937604846509834
7.0,0.24,-0.5271323718759502,-0.3041572527917118,0.042,48.0,189.0,0.992,3.25,0.42,-0.44289788329483737
7.2,0.28,-0.5412891819167742,-0.5647662428616336,0.044000000000000004,61.0,222.0,0.9972,3.14,0.5,-0.5889347424264306
7.1,0.26,-0.48118422880067435,-0.25924508583153894,0.031,13.0,128.0,0.9917,3.19,0.49,-0.4067798203521399
6.3,0.34,-0.3489755721095539,-0.08865748571841614,0.034,19.0,80.0,0.9917,3.38,0.58,-0.25095824084245255
6.7,0.31,-0.4656001281439138,-0.3639922862802991,0.059000000000000004,51.0,215.0,0.9953799999999999,3.33,0.56,-0.45762965781885767
5.4,0.46,-0.40428283131802945,-0.011529925802835406,0.026000000000000002,29.0,130.0,0.9895299999999999,3.39,0.77,-0.1985100075157461
5.4,0.33,-0.3568827434817319,-0.07628510384800946,0.03,27.0,108.0,0.99031,3.3,0.43,-0.2444576195898467
7.4,0.27,-0.4841065331587089,-0.4533398981079546,0.053,55.0,173.0,0.9969899999999999,3.11,0.6,-0.48872215737147306
7.1,0.25,-0.46744184288372337,-0.24699041074166428,0.05,32.0,156.0,0.9914,3.14,0.51,-0.3951225993208015
7.7,0.16,-0.4178869437043754,-0.2104090173606734,0.048,60.0,173.0,0.9932,3.24,0.66,-0.3748695789646833
6.9,0.36,-0.46417286661247503,-0.4684736545346233,0.048,51.0,189.0,0.99782,3.0,0.6,-0.48888593649330925
7.15,0.17,-0.5027878194151358,-0.42590072883965835,0.11900000000000001,56.0,178.0,0.9957799999999999,3.15,0.44,-0.4819638624222441
7.8,0.19,-0.4017995118523028,-0.24305436579530415,0.015,47.0,124.0,0.9927799999999999,2.99,0.39,-0.3544233360640515
6.6,0.27,-0.4387292806129468,-0.1265657627447665,0.033,36.0,111.0,0.98918,3.16,0.37,-0.3030592509742559
8.6,0.23,-0.525345831228804,-0.46110052968524995,0.035,17.0,109.0,0.9947,3.14,0.53,-0.5584143430279871
7.7,0.26,-0.32029971092645415,-0.1164943813180277,0.045,26.0,159.0,0.99126,3.0,0.5,-0.2970914425257897
6.1,0.16,-0.5489784382738991,-0.6002358470399474,0.064,63.0,162.0,0.9994,3.66,0.43,-0.601996037003075
6.8,0.3,-0.26273041184414825,0.06646776128925125,0.025,29.0,95.0,0.9907100000000001,3.03,0.32,-0.11169390821638159
7.5,0.33,-0.29423929680724215,0.03765301454452019,0.051,26.0,126.0,0.99097,3.32,0.53,-0.1652066248287679
5.7,0.21,-0.45571000039241993,-0.31553555223997365,0.04,58.0,140.0,0.9933200000000001,3.29,0.62,-0.4370501789892368
6.9,0.19,-0.2995894082393932,-0.17145387623974573,0.037000000000000005,6.0,122.0,0.99255,2.92,0.59,-0.3354520855700348
6.7,0.48,-0.15451323872273115,0.20320276332052356,0.03,28.0,122.0,0.98926,3.13,0.4,-0.035444283090428574
7.4,0.29,-0.5849227990045065,-0.4388309891878801,0.045,53.0,180.0,0.9936,3.34,0.68,-0.5544521631534156
5.7,0.22,-0.5678806658232758,-0.367660455111545,0.05,97.0,175.0,0.9909899999999999,3.44,0.62,-0.49870449937475836
7.1,0.36,-0.196053522161323,0.20897511335045826,0.033,26.0,118.0,0.98934,3.2,0.45,-0.03349321918885939
7.6,0.36,-0.33345897261799917,-0.3611905102787478,0.038,44.0,116.0,0.9982,3.04,0.48,-0.41222799033502033
6.4,0.33,-0.6123032170398797,-0.5906187079637668,0.048,42.0,173.0,0.9951,3.19,0.66,-0.6490659848939498
7.8,0.2,-0.47877776946379513,-0.4219443647749155,0.054000000000000006,78.0,186.0,0.997,3.14,0.46,-0.47623406271917
6.2,0.21,-0.5377561662870021,-0.5831421837786113,0.05,59.0,150.0,0.99772,3.31,0.46,-0.5839670315674428
6.4,0.21,-0.4624600021474766,-0.29616336827710166,0.047,29.0,101.0,0.9927799999999999,3.15,0.4,-0.40659423074290346
7.5,0.32,-0.6455648162946936,-0.6002601339112832,0.048,22.0,184.0,0.9938,3.09,0.43,-0.6918102066270567
5.8,0.3,-0.2841741944374663,0.0477468757133912,0.036000000000000004,19.0,113.0,0.9887100000000001,3.1,0.46,-0.17113294638686327
7.0,0.23,-0.689573036764075,-0.6532879800079557,0.053,16.0,92.0,0.99372,3.18,0.56,-0.7191370481601222
6.4,0.32,-0.2801347279578351,0.02260245842365549,0.03,34.0,101.0,0.9912,3.36,0.6,-0.16049548789623436
5.6,0.26,-0.41071967830084943,-0.2955689394038792,0.03,27.0,119.0,0.9947,3.4,0.34,-0.3706072041888565
5.8,0.38,-0.696872429765762,-0.6176682064950596,0.057999999999999996,20.0,140.0,0.99271,3.27,0.43,-0.7012947321038958
5.4,0.17,-0.5997364737450366,-0.47704369272475233,0.049,28.0,104.0,0.99224,3.46,0.55,-0.5761769420615497
6.7,0.47,-0.5334403042918066,-0.5382096977000563,0.043,31.0,172.0,0.9964,3.22,0.6,-0.5828184321784217
6.7,0.44,-0.357564168949873,-0.03115375460379699,0.03,41.0,104.0,0.99,3.29,0.62,-0.22362156683377143
7.8,0.39,-0.41247239259256974,-0.2763956186066645,0.059000000000000004,33.0,181.0,0.9955,3.04,0.42,-0.3598387093095772
6.2,0.25,-0.29098857770318176,-0.17953709282219532,0.046,58.0,176.0,0.99454,3.19,0.7,-0.3167232429020883
6.1,0.17,-0.632289060485378,-0.5118457672390295,0.055999999999999994,45.0,135.0,0.9924,3.2,0.43,-0.6132525159331852
7.5,0.16,-0.3116836204164536,-0.23245131997969293,0.043,70.5,163.0,0.9970600000000001,3.15,0.82,-0.30926841003105277
6.8,0.37,-0.36145946088875136,-0.06389649070057768,0.03,29.0,79.0,0.99,3.23,0.46,-0.23298818770808338
8.2,0.24,-0.6125364854053721,-0.5133269080603282,0.05,23.0,106.0,0.99397,2.98,0.5,-0.6099432530056186
7.2,0.24,-0.470784530544774,-0.2964271565508587,0.045,31.0,106.0,0.9914,2.88,0.38,-0.44615692662658635
6.2,0.23,-0.3990431032788596,-0.48247939048158983,0.039,37.0,130.0,0.99946,3.23,0.43,-0.47688917920651397
7.4,0.27,-0.40681205928942843,-0.13498178055043075,0.013999999999999999,15.0,143.0,0.9909399999999999,3.03,0.65,-0.30383007252378813
8.7,0.15,-0.645392961330959,-0.55975267839585,0.046,29.0,130.0,0.9942,3.22,0.38,-0.6526896742790643
8.8,0.33,-0.16847974987933156,0.1356559087887872,0.024,9.0,87.0,0.9917,2.96,0.4,-0.061917340744959026
6.3,0.2,-0.579710716180664,-0.40800151001537044,0.027000000000000003,36.0,141.0,0.9926799999999999,3.53,0.56,-0.5280751996140111
5.8,0.3,-0.1953506264947965,0.15910420751761256,0.039,22.0,86.0,0.9896299999999999,3.23,0.58,-0.050857329665701445
8.4,0.2,-0.47558846376149244,-0.5213352167227594,0.055,51.0,170.0,1.0004,3.34,0.82,-0.5495074165561668
6.6,0.27,-0.5103634211790862,-0.30351004224605704,0.052000000000000005,41.0,188.0,0.9915,3.24,0.4,-0.4319426990361521
7.0,0.36,-0.6726169711296872,-0.7200070360260837,0.043,35.0,228.0,0.9977,3.13,0.51,-0.6999671417266543
6.0,0.24,-0.37163647127112753,-0.1144379903858117,0.036000000000000004,42.0,118.0,0.99018,3.04,0.64,-0.300267502252321
6.9,0.32,-0.7233873336733674,-0.7246593044675564,0.042,11.0,117.0,0.996,3.23,0.37,-0.7315585575758854
6.6,0.25,-0.42615639138565986,-0.24915531250402534,0.039,15.0,68.0,0.9916299999999999,2.96,0.52,-0.37276786772740167
6.9,0.29,-0.4258372422266252,-0.3454053387619962,0.04,29.0,136.0,0.9955200000000001,3.05,0.65,-0.39800283049880103
7.8,0.21,-0.29504963684234675,0.032797795096033644,0.034,62.0,180.0,0.991,3.09,0.75,-0.17654721986221933
5.8,0.415,-0.7175397920560518,-0.5721878247506076,0.04,11.0,64.0,0.9922,3.29,0.52,-0.6559902045011847
6.6,0.28,-0.6187032695583725,-0.6479722697438037,0.052000000000000005,55.0,211.0,0.9962,3.09,0.55,-0.6716216374230486
7.9,0.33,-0.616665045709743,-0.46877784425367053,0.044000000000000004,23.0,103.0,0.9932,3.19,0.54,-0.5801871419915997
7.6,0.34,-0.5178438765625035,-0.5151124753921492,0.04,45.0,215.0,0.9965,3.11,0.53,-0.5762577588543831
6.9,0.2,-0.5474313119246896,-0.4437227590317745,0.040999999999999995,40.0,148.0,0.9932,3.16,0.35,-0.535792105262348
6.5,0.23,-0.4465567523316816,-0.49716059498383314,0.046,15.0,110.0,0.99828,3.15,0.42,-0.4826790309810207
7.1,0.37,-0.18615737093853346,0.20371819643237044,0.04,49.0,139.0,0.99021,3.17,0.27,-0.0012259761350533749
6.1,0.26,-0.5924677874442285,-0.4537638385282128,0.047,289.0,440.0,0.9931399999999999,3.44,0.64,-0.5548976259996145
6.8,0.23,-0.3555320328646916,-0.13754440864410622,0.036000000000000004,35.0,165.0,0.9916200000000001,3.18,0.45,-0.32085024766449577
6.4,0.33,-0.7426455982227558,-0.7009432463266871,0.054000000000000006,25.0,117.0,0.9943,3.36,0.5,-0.7639185954343094
7.1,0.38,-0.33570590406368606,-0.2858281985766049,0.040999999999999995,32.0,193.0,0.99624,3.04,0.49,-0.3610637264107539
6.1,0.24,-0.5885571421549105,-0.45047091628615,0.045,22.0,61.0,0.992,3.31,0.54,-0.5650918211843832
7.2,0.14,-0.6191973933356891,-0.5133593706143782,0.022000000000000002,48.0,116.0,0.99218,3.04,0.67,-0.6198808742639331
6.5,0.52,-0.7342780360520368,-0.6317346630056979,0.047,5.0,26.0,0.9932,3.26,0.32,-0.7060670208780315
6.7,0.24,-0.45587885816275564,-0.2524624221024343,0.042,105.0,179.0,0.9918899999999999,3.04,0.59,-0.38751162026320674
6.5,0.21,-0.49799309361641275,-0.40770741981131287,0.043,47.0,197.0,0.99392,3.24,0.5,-0.5016502160191285
6.8,0.3,-0.3670183732946105,-0.09687055251706589,0.038,10.0,164.0,0.9912,3.09,0.53,-0.2719798832077641
7.6,0.23,-0.47644495722456603,-0.5162649028315907,0.067,32.0,166.0,0.9986,3.03,0.44,-0.5135105575265045
6.9,0.25,-0.4139487113687256,-0.18714539444115874,0.038,22.0,101.0,0.9901,3.03,0.39,-0.3585590735319051
6.2,0.43,-0.4796708706378948,-0.48671168625575745,0.045,12.0,115.0,0.9963,3.27,0.57,-0.5670887596052615
5.7,0.22,-0.3922593333373726,-0.11787188601206977,0.04,27.0,146.0,0.9899899999999999,3.17,0.36,-0.28083225645899845
6.4,0.43,-0.4764632434762517,-0.25109694414098915,0.048,10.0,67.0,0.992,3.08,0.41,-0.4056334205034573
7.5,0.17,-0.5028306664352564,-0.3379977074378939,0.06,18.0,75.0,0.9936,3.54,0.88,-0.4775627528665809
6.1,0.34,-0.41564625156778257,-0.12803067228904053,0.024,20.0,105.0,0.9906,3.4,0.67,-0.2947811774175324
7.5,0.33,-0.49121862446957143,-0.3282385747098455,0.042,21.0,155.0,0.99385,3.36,0.57,-0.4399751309122065
5.9,0.23,-0.4503966834245958,-0.3331141132767146,0.046,37.0,142.0,0.9943200000000001,3.23,0.53,-0.41634626239198147
6.4,0.31,-0.4322679080693467,-0.26543536460809936,0.049,48.0,169.0,0.99323,3.27,0.45,-0.3700918567956094
7.1,0.21,-0.6393981255183435,-0.5440386804523054,0.037000000000000005,45.0,143.0,0.9932,3.13,0.33,-0.6414768163237554
7.0,0.22,-0.5607684811357629,-0.41433787028515634,0.045,40.0,120.0,0.9914,2.98,0.44,-0.5361065317198962
7.5,0.31,-0.25527748533806693,-0.2636501507708242,0.039,62.0,204.0,0.9982,3.06,0.6,-0.3251443848634167
7.1,0.36,-0.39624362572434046,-0.0527860673674303,0.025,32.0,102.0,0.9903,3.34,0.59,-0.2384603137145338
6.5,0.26,-0.38852366266633653,-0.0762160908985523,0.034,59.0,145.0,0.98944,3.16,0.54,-0.26452065125605084
6.8,0.26,-0.6723989627379839,-0.6894251138503066,0.047,57.0,210.0,0.9959,3.1,0.47,-0.7081840634417758
5.0,0.3,-0.26816040968304367,0.08348026816546228,0.03,54.0,173.0,0.9887,3.36,0.3,-0.11850895592653565
8.0,0.61,-0.44053111644153686,-0.4619223165252264,0.301,24.0,220.0,0.9993,2.94,0.48,-0.4992428110297449
6.9,0.23,-0.33781159386986703,-0.03263489542509568,0.032,24.0,121.0,0.9902,3.14,0.38,-0.22031230390620504
6.3,0.25,-0.26647822283442624,0.053815359868062185,0.024,36.0,116.0,0.98935,3.18,0.4,-0.16272603598182767
6.1,0.28,-0.5383516175849505,-0.4785451526644333,0.048,41.0,162.0,0.99498,3.21,0.51,-0.5378982155803069
7.5,0.35,-0.393480977841803,-0.44995174882749134,0.055999999999999994,61.0,176.5,0.99803,2.97,0.52,-0.4921788223284129
7.3,0.36,-0.20510248071568515,-0.07597694299067603,0.033,48.0,185.0,0.99472,3.14,0.62,-0.23613915891292125
7.3,0.17,-0.593017272067509,-0.5159401572026863,0.051,35.0,240.0,0.9963,3.36,0.54,-0.57885625230385
7.3,0.25,-0.6340264214266588,-0.5221222602965327,0.043,19.0,113.0,0.9933799999999999,3.38,0.56,-0.6220448371129866
8.1,0.46,-0.49840133660018704,-0.2920527470364198,0.052000000000000005,50.0,183.0,0.9923,3.03,0.42,-0.43602168374308137
6.8,0.2,-0.4894075230539904,-0.3079169143145466,0.027999999999999997,7.0,46.0,0.99175,3.21,0.6,-0.4520155631779722
7.2,0.18,-0.33446266689972204,-0.14093880638967637,0.046,57.0,166.0,0.9943,3.13,0.62,-0.30053064207183733
6.6,0.19,-0.3701156522709269,-0.2526024919220271,0.042,54.0,137.0,0.99492,3.18,0.37,-0.3274164198393811
7.4,0.28,-0.41600219519114434,-0.2584660978520763,0.034,20.0,126.0,0.9918,2.98,0.39,-0.4190877587901446
6.4,0.18,-0.578608720656206,-0.44094310927780866,0.049,36.0,127.0,0.9934,3.6,0.67,-0.5571292738553771
6.6,0.23,-0.43161709592543396,-0.17324317791837807,0.024,26.0,102.0,0.9908399999999999,3.29,0.6,-0.34046128331939407
5.8,0.24,-0.2639489948630275,0.1772672146156573,0.038,40.0,76.0,0.98711,3.1,0.29,-0.05740597097378586
6.6,0.19,-0.20510838172583268,-0.20471420607212298,0.122,45.0,129.0,0.9936,3.09,0.31,-0.40211234694683695
7.4,0.3,-0.654865638680683,-0.5171493340675137,0.046,16.0,135.0,0.9928,3.08,0.77,-0.6158608418582677
7.1,0.23,-0.4795911357767966,-0.26950534761201705,0.034,62.0,148.0,0.99121,3.03,0.56,-0.410603330902784
7.6,0.22,-0.4595316452336484,-0.4166570292234564,0.035,26.0,143.0,0.9965,3.08,0.49,-0.4785945474232446
6.8,0.24,-0.4779673360520401,-0.33866523710193097,0.032,37.0,135.0,0.9927,3.2,0.39,-0.45354847357159
6.3,0.16,-0.40825776474135567,-0.18305509231885875,0.033,59.0,148.0,0.9914,3.44,0.53,-0.3530170629784066
6.9,0.36,-0.27999046004043204,0.04313921326163683,0.018000000000000002,57.0,119.0,0.9898,3.28,0.36,-0.1478796561657887
6.9,0.28,-0.35139747817352285,0.025067698855180787,0.034,49.0,121.0,0.98882,2.98,0.43,-0.17328817653047035
6.0,0.23,-0.6810305933517246,-0.7008661777829192,0.048,101.0,207.0,0.99571,3.05,0.3,-0.6991362681056894
5.6,0.25,-0.6600501344581938,-0.5280081125625715,0.049,42.0,166.0,0.992,3.25,0.43,-0.6157331047801253
5.2,0.38,-0.3269515981920763,-0.0666599091775184,0.053,20.0,103.0,0.9925,3.27,0.45,-0.20668220848589713
8.0,0.57,-0.23563540998903387,0.09831164200228781,0.034,22.0,122.0,0.9917,3.29,0.67,-0.10793808267244709
6.3,0.22,-0.4122204644687898,-0.30515974430271253,0.20800000000000002,14.0,96.0,0.9932,3.16,0.43,-0.46145860176443976
6.3,0.3,-0.3904420859893475,-0.3337147906150435,0.053,34.0,149.0,0.99472,3.18,0.53,-0.4354703483103096
6.6,0.13,-0.45927078982182434,-0.47397812844944354,0.055999999999999994,33.0,95.0,0.99702,3.17,0.39,-0.491212578694029
6.1,0.22,-0.3797262648523094,-0.30985265098094916,0.045,30.0,122.0,0.99415,3.22,0.49,-0.4231110905063181
6.9,0.24,-0.24915988089093188,0.038214980863692904,0.027000000000000003,38.0,112.0,0.9908600000000001,3.19,0.34,-0.13915721953303561
6.3,0.34,-0.44235757120755737,-0.45279416306580744,0.047,49.0,198.0,0.9977,3.23,0.46,-0.4676415627048982
6.8,0.19,-0.6059922583461266,-0.5138604996668081,0.034,71.0,204.0,0.9942,3.23,0.69,-0.5861167628602031
5.9,0.3,-0.5349658961504784,-0.36016361180800716,0.038,42.0,119.0,0.9924,3.15,0.5,-0.46857500960192755
6.4,0.31,-0.5265613879697861,-0.5075953129702291,0.04,46.0,169.0,0.9953,3.15,0.46,-0.5810977326352283
7.2,0.37,-0.37518034752281904,-0.3417655446434431,0.032,34.0,214.0,0.9963,3.1,0.51,-0.40680388438404835
7.0,0.19,-0.29714927409273406,-0.028597374975228407,0.032,42.0,127.0,0.99182,3.31,0.38,-0.1897384510573451
6.2,0.39,-0.49595496314443355,-0.3069369025456774,0.037000000000000005,45.0,138.0,0.99174,3.23,0.43,-0.42156071470180834
8.6,0.2,-0.39405186837131667,-0.1680897804244761,0.040999999999999995,35.0,125.0,0.9925,3.11,0.49,-0.34263397887389324
6.3,0.55,-0.3670982015323593,-0.3925007993853047,0.047,33.0,182.0,0.9974,3.2,0.46,-0.43981030602437066
5.8,0.26,-0.4600135353150727,-0.2326236155618615,0.034,75.0,129.0,0.9902,3.2,0.38,-0.3807882675875016
6.4,0.18,-0.06637406435710369,-0.004763963548372496,0.046,54.0,168.0,0.9978,3.58,0.68,-0.14862212261107333
7.2,0.31,-0.6289739598706588,-0.4823797221072865,0.057,17.0,117.0,0.9928,3.16,0.35,-0.588722889244947
8.5,0.56,-0.041602824992026055,-0.08960743234845969,0.051,51.0,243.0,1.0005,2.99,0.7,-0.1728733648854568
4.2,0.215,-0.8115570631942277,-0.9011186861934419,0.040999999999999995,64.0,157.0,0.9968799999999999,3.42,0.44,-0.899174927670669
6.6,0.29,-0.4803953298794573,-0.5105251320587765,0.053,62.0,178.0,0.99685,3.02,0.45,-0.5645415855217811
6.8,0.28,-0.3190566605157904,-0.12845280558009464,0.045,28.0,123.0,0.9928,3.02,0.37,-0.25924834641513017
6.2,0.26,-0.40855872102535495,-0.43039693297598713,0.031,64.0,185.0,0.99835,3.31,0.61,-0.4470042313441832
7.9,0.44,-0.2343247359520162,0.0716881278119319,0.033,27.0,93.0,0.992,3.16,0.54,-0.11396049834566868
6.9,0.15,-0.5496475366694977,-0.4272600750390676,0.028999999999999998,14.0,107.0,0.9934700000000001,3.24,0.46,-0.5237494734562436
6.4,0.25,-0.4067659992381101,-0.22333122211458467,0.039,41.0,147.0,0.9921,3.18,0.4,-0.3625125207010307
5.9,0.21,-0.3496723509281343,-0.01407632261948577,0.033,45.0,142.0,0.9898399999999999,3.35,0.5,-0.2105613720272963
